count,points
231,"[{""x"": 252.226, ""y"": 251.96}, {""x"": 276.146, ""y"": 121.196}, {""x"": 304.053, ""y"": 43.854}, {""x"": 326.379, ""y"": 39.867}, {""x"": 356.678, ""y"": 23.92}, {""x"": 408.505, ""y"": 69.369}, {""x"": 414.884, ""y"": 109.236}, {""x"": 441.196, ""y"": 135.548}, {""x"": 431.628, ""y"": 237.608}, {""x"": 402.924, ""y"": 280.664}, {""x"": 377.409, ""y"": 333.289}, {""x"": 330.365, ""y"": 339.668}, {""x"": 296.08, ""y"": 319.734}, {""x"": 255.415, ""y"": 290.233}, {""x"": 249.834, ""y"": 262.326}]"
232,"[{""x"": 254.372, ""y"": 258.554}, {""x"": 299.706, ""y"": 48.554}, {""x"": 319.039, ""y"": 45.221}, {""x"": 348.372, ""y"": 24.554}, {""x"": 401.039, ""y"": 65.221}, {""x"": 423.039, ""y"": 105.221}, {""x"": 442.372, ""y"": 135.888}, {""x"": 435.706, ""y"": 230.554}, {""x"": 405.039, ""y"": 280.554}, {""x"": 384.372, ""y"": 331.221}, {""x"": 352.372, ""y"": 343.888}, {""x"": 319.706, ""y"": 339.221}, {""x"": 291.706, ""y"": 318.554}, {""x"": 264.372, ""y"": 297.221}, {""x"": 253.039, ""y"": 274.554}]"
233,"[{""x"": 249.176, ""y"": 261.349}, {""x"": 283.843, ""y"": 112.683}, {""x"": 301.843, ""y"": 50.016}, {""x"": 325.176, ""y"": 38.683}, {""x"": 361.176, ""y"": 30.016}, {""x"": 410.51, ""y"": 70.683}, {""x"": 422.51, ""y"": 106.683}, {""x"": 445.176, ""y"": 143.349}, {""x"": 431.843, ""y"": 241.349}, {""x"": 401.176, ""y"": 286.016}, {""x"": 385.843, ""y"": 330.016}, {""x"": 357.843, ""y"": 341.349}, {""x"": 323.176, ""y"": 340.683}, {""x"": 277.176, ""y"": 307.349}, {""x"": 252.51, ""y"": 274.016}]"
234,"[{""x"": 255.415, ""y"": 247.973}, {""x"": 300.066, ""y"": 50.233}, {""x"": 315.216, ""y"": 44.651}, {""x"": 345.515, ""y"": 31.894}, {""x"": 387.774, ""y"": 46.246}, {""x"": 410.1, ""y"": 69.369}, {""x"": 422.06, ""y"": 110.033}, {""x"": 441.196, ""y"": 130.764}, {""x"": 434.02, ""y"": 244.784}, {""x"": 402.924, ""y"": 284.651}, {""x"": 386.977, ""y"": 328.505}, {""x"": 359.07, ""y"": 339.668}, {""x"": 323.189, ""y"": 342.06}, {""x"": 288.106, ""y"": 320.532}, {""x"": 257.01, ""y"": 288.638}, {""x"": 252.226, ""y"": 259.136}]"
235,"[{""x"": 253.256, ""y"": 263.752}, {""x"": 295.922, ""y"": 58.419}, {""x"": 317.922, ""y"": 46.419}, {""x"": 345.922, ""y"": 31.752}, {""x"": 394.589, ""y"": 50.419}, {""x"": 423.256, ""y"": 105.752}, {""x"": 444.589, ""y"": 143.752}, {""x"": 434.589, ""y"": 242.419}, {""x"": 403.922, ""y"": 287.086}, {""x"": 384.589, ""y"": 335.752}, {""x"": 357.256, ""y"": 348.419}, {""x"": 325.922, ""y"": 342.419}, {""x"": 265.256, ""y"": 307.753}, {""x"": 252.589, ""y"": 277.086}]"
236,"[{""x"": 250.412, ""y"": 276.415}, {""x"": 269.745, ""y"": 169.081}, {""x"": 293.745, ""y"": 68.415}, {""x"": 306.412, ""y"": 46.415}, {""x"": 321.745, ""y"": 47.748}, {""x"": 351.745, ""y"": 33.748}, {""x"": 411.745, ""y"": 77.748}, {""x"": 423.078, ""y"": 120.415}, {""x"": 443.078, ""y"": 142.415}, {""x"": 429.078, ""y"": 248.415}, {""x"": 403.078, ""y"": 295.081}, {""x"": 377.745, ""y"": 346.415}, {""x"": 327.745, ""y"": 345.748}, {""x"": 287.078, ""y"": 328.415}, {""x"": 255.078, ""y"": 290.415}]"
237,"[{""x"": 252.226, ""y"": 250.365}, {""x"": 279.336, ""y"": 125.98}, {""x"": 297.674, ""y"": 58.206}, {""x"": 320, ""y"": 47.841}, {""x"": 345.515, ""y"": 33.488}, {""x"": 406.91, ""y"": 71.761}, {""x"": 420.465, ""y"": 108.439}, {""x"": 425.249, ""y"": 135.548}, {""x"": 445.98, ""y"": 157.874}, {""x"": 433.223, ""y"": 236.013}, {""x"": 424.452, ""y"": 266.312}, {""x"": 394.95, ""y"": 302.193}, {""x"": 384.585, ""y"": 334.884}, {""x"": 359.07, ""y"": 352.425}, {""x"": 313.621, ""y"": 346.844}, {""x"": 263.389, ""y"": 318.937}, {""x"": 246.645, ""y"": 262.326}]"
238,"[{""x"": 250.924, ""y"": 267.123}, {""x"": 283.591, ""y"": 91.79}, {""x"": 312.924, ""y"": 53.123}, {""x"": 342.258, ""y"": 37.79}, {""x"": 390.258, ""y"": 56.456}, {""x"": 418.924, ""y"": 99.123}, {""x"": 417.591, ""y"": 122.456}, {""x"": 438.258, ""y"": 149.79}, {""x"": 441.591, ""y"": 203.123}, {""x"": 424.258, ""y"": 268.456}, {""x"": 403.591, ""y"": 297.123}, {""x"": 379.591, ""y"": 341.79}, {""x"": 350.924, ""y"": 354.456}, {""x"": 294.258, ""y"": 337.79}, {""x"": 251.591, ""y"": 299.79}, {""x"": 250.924, ""y"": 274.456}]"
239,"[{""x"": 246.936, ""y"": 288.972}, {""x"": 249.603, ""y"": 240.972}, {""x"": 296.269, ""y"": 62.972}, {""x"": 314.936, ""y"": 53.639}, {""x"": 352.936, ""y"": 38.305}, {""x"": 404.269, ""y"": 78.305}, {""x"": 420.936, ""y"": 128.305}, {""x"": 440.269, ""y"": 163.639}, {""x"": 427.603, ""y"": 265.639}, {""x"": 397.603, ""y"": 306.972}, {""x"": 374.269, ""y"": 349.639}, {""x"": 336.269, ""y"": 358.972}, {""x"": 283.603, ""y"": 337.639}, {""x"": 250.936, ""y"": 302.972}]"
24,"[{""x"": 214.751, ""y"": 203.322}, {""x"": 232.292, ""y"": 149.9}, {""x"": 245.847, ""y"": 132.359}, {""x"": 268.173, ""y"": 88.505}, {""x"": 320, ""y"": 88.505}, {""x"": 361.462, ""y"": 122.791}, {""x"": 378.206, ""y"": 157.874}, {""x"": 379.801, ""y"": 188.173}, {""x"": 351.894, ""y"": 286.246}, {""x"": 320.797, ""y"": 298.206}, {""x"": 323.189, ""y"": 368.372}, {""x"": 310.432, ""y"": 388.306}, {""x"": 281.728, ""y"": 393.887}, {""x"": 229.9, ""y"": 374.751}, {""x"": 201.196, ""y"": 346.047}, {""x"": 199.601, ""y"": 295.017}, {""x"": 205.183, ""y"": 263.123}, {""x"": 214.751, ""y"": 215.282}]"
240,"[{""x"": 257.807, ""y"": 196.146}, {""x"": 291.296, ""y"": 62.193}, {""x"": 316.013, ""y"": 54.219}, {""x"": 343.92, ""y"": 42.259}, {""x"": 401.329, ""y"": 74.95}, {""x"": 417.276, ""y"": 126.777}, {""x"": 441.196, ""y"": 166.645}, {""x"": 425.249, ""y"": 261.528}, {""x"": 398.14, ""y"": 314.153}, {""x"": 379.003, ""y"": 352.425}, {""x"": 335.947, ""y"": 365.183}, {""x"": 284.12, ""y"": 342.06}, {""x"": 245.05, ""y"": 307.774}, {""x"": 256.213, ""y"": 210.498}]"
241,"[{""x"": 242.158, ""y"": 289.004}, {""x"": 288.824, ""y"": 71.671}, {""x"": 311.491, ""y"": 57.671}, {""x"": 349.491, ""y"": 46.338}, {""x"": 398.158, ""y"": 81.671}, {""x"": 417.491, ""y"": 105.671}, {""x"": 414.158, ""y"": 135.671}, {""x"": 437.491, ""y"": 164.338}, {""x"": 420.158, ""y"": 275.004}, {""x"": 391.491, ""y"": 319.004}, {""x"": 372.824, ""y"": 361.671}, {""x"": 338.158, ""y"": 363.004}, {""x"": 301.491, ""y"": 354.338}, {""x"": 268.824, ""y"": 333.671}, {""x"": 241.491, ""y"": 301.004}]"
242,"[{""x"": 241.162, ""y"": 305.541}, {""x"": 242.495, ""y"": 262.207}, {""x"": 277.829, ""y"": 93.541}, {""x"": 305.162, ""y"": 58.874}, {""x"": 345.162, ""y"": 48.207}, {""x"": 391.829, ""y"": 76.874}, {""x"": 412.495, ""y"": 102.207}, {""x"": 417.162, ""y"": 140.207}, {""x"": 434.495, ""y"": 169.541}, {""x"": 421.162, ""y"": 273.541}, {""x"": 391.829, ""y"": 313.541}, {""x"": 371.829, ""y"": 361.541}, {""x"": 334.495, ""y"": 371.541}, {""x"": 261.829, ""y"": 338.874}, {""x"": 245.162, ""y"": 316.207}]"
243,"[{""x"": 279.336, ""y"": 353.223}, {""x"": 243.455, ""y"": 322.126}, {""x"": 237.076, ""y"": 286.246}, {""x"": 282.525, ""y"": 80.532}, {""x"": 300.066, ""y"": 65.382}, {""x"": 334.352, ""y"": 49.435}, {""x"": 381.395, ""y"": 70.963}, {""x"": 409.302, ""y"": 108.439}, {""x"": 415.681, ""y"": 143.522}, {""x"": 434.02, ""y"": 176.213}, {""x"": 415.681, ""y"": 276.678}, {""x"": 383.787, ""y"": 326.91}, {""x"": 367.841, ""y"": 365.183}, {""x"": 335.947, ""y"": 373.953}, {""x"": 291.296, ""y"": 359.602}]"
244,"[{""x"": 236.013, ""y"": 294.573}, {""x"": 266.013, ""y"": 139.24}, {""x"": 287.346, ""y"": 69.906}, {""x"": 324.68, ""y"": 53.906}, {""x"": 364.68, ""y"": 59.906}, {""x"": 406.013, ""y"": 96.573}, {""x"": 415.346, ""y"": 142.573}, {""x"": 429.346, ""y"": 170.573}, {""x"": 419.346, ""y"": 266.573}, {""x"": 388.68, ""y"": 323.906}, {""x"": 374.013, ""y"": 361.24}, {""x"": 330.013, ""y"": 377.906}, {""x"": 300.68, ""y"": 364.573}, {""x"": 239.346, ""y"": 325.24}, {""x"": 236.68, ""y"": 304.573}]"
245,"[{""x"": 231.495, ""y"": 311.761}, {""x"": 235.482, ""y"": 272.691}, {""x"": 249.834, ""y"": 204.917}, {""x"": 262.591, ""y"": 153.887}, {""x"": 277.741, ""y"": 90.1}, {""x"": 290.498, ""y"": 70.166}, {""x"": 300.864, ""y"": 64.585}, {""x"": 332.757, ""y"": 50.233}, {""x"": 373.422, ""y"": 70.166}, {""x"": 405.316, ""y"": 102.06}, {""x"": 412.492, ""y"": 143.522}, {""x"": 430.033, ""y"": 171.429}, {""x"": 417.276, ""y"": 275.083}, {""x"": 386.977, ""y"": 326.113}, {""x"": 368.638, ""y"": 369.967}, {""x"": 337.542, ""y"": 381.13}, {""x"": 273.754, ""y"": 354.02}, {""x"": 240.266, ""y"": 330.897}, {""x"": 235.482, ""y"": 319.734}]"
246,"[{""x"": 276.944, ""y"": 359.601}, {""x"": 237.076, ""y"": 331.694}, {""x"": 229.103, ""y"": 295.017}, {""x"": 279.336, ""y"": 75.748}, {""x"": 312.027, ""y"": 69.369}, {""x"": 327.973, ""y"": 57.409}, {""x"": 398.937, ""y"": 92.492}, {""x"": 411.694, ""y"": 144.319}, {""x"": 426.047, ""y"": 178.605}, {""x"": 412.492, ""y"": 279.07}, {""x"": 386.977, ""y"": 331.694}, {""x"": 363.056, ""y"": 368.372}, {""x"": 335.947, ""y"": 384.319}, {""x"": 289.701, ""y"": 368.372}]"
247,"[{""x"": 228.808, ""y"": 291.68}, {""x"": 278.808, ""y"": 80.347}, {""x"": 297.474, ""y"": 69.014}, {""x"": 335.474, ""y"": 55.68}, {""x"": 392.141, ""y"": 89.68}, {""x"": 410.141, ""y"": 145.014}, {""x"": 426.808, ""y"": 178.347}, {""x"": 414.141, ""y"": 255.014}, {""x"": 396.141, ""y"": 311.014}, {""x"": 377.474, ""y"": 335.014}, {""x"": 364.141, ""y"": 377.68}, {""x"": 327.474, ""y"": 382.347}, {""x"": 282.808, ""y"": 364.347}, {""x"": 235.474, ""y"": 337.014}, {""x"": 230.141, ""y"": 303.014}]"
248,"[{""x"": 230.318, ""y"": 290.972}, {""x"": 250.318, ""y"": 186.972}, {""x"": 264.318, ""y"": 114.972}, {""x"": 280.985, ""y"": 78.972}, {""x"": 297.652, ""y"": 67.639}, {""x"": 313.652, ""y"": 64.305}, {""x"": 334.985, ""y"": 58.972}, {""x"": 379.652, ""y"": 80.305}, {""x"": 402.985, ""y"": 112.305}, {""x"": 408.985, ""y"": 146.305}, {""x"": 409.652, ""y"": 159.639}, {""x"": 424.985, ""y"": 181.639}, {""x"": 412.318, ""y"": 265.639}, {""x"": 406.318, ""y"": 292.305}, {""x"": 380.318, ""y"": 330.972}, {""x"": 361.652, ""y"": 375.639}, {""x"": 334.985, ""y"": 385.639}, {""x"": 290.318, ""y"": 374.305}, {""x"": 246.985, ""y"": 346.972}, {""x"": 228.318, ""y"": 324.972}, {""x"": 227.652, ""y"": 299.639}]"
249,"[{""x"": 230.698, ""y"": 325.316}, {""x"": 228.306, ""y"": 278.272}, {""x"": 281.728, ""y"": 73.355}, {""x"": 302.458, ""y"": 74.153}, {""x"": 329.568, ""y"": 62.193}, {""x"": 359.07, ""y"": 68.571}, {""x"": 402.126, ""y"": 104.452}, {""x"": 406.113, ""y"": 152.292}, {""x"": 425.249, ""y"": 185.781}, {""x"": 417.276, ""y"": 246.379}, {""x"": 401.329, ""y"": 295.017}, {""x"": 377.409, ""y"": 335.681}, {""x"": 369.435, ""y"": 364.385}, {""x"": 344.718, ""y"": 386.711}, {""x"": 291.296, ""y"": 377.143}, {""x"": 230.698, ""y"": 334.086}]"
25,"[{""x"": 214.751, ""y"": 205.714}, {""x"": 233.887, ""y"": 149.103}, {""x"": 246.645, ""y"": 137.143}, {""x"": 274.551, ""y"": 87.708}, {""x"": 295.282, ""y"": 84.518}, {""x"": 324.784, ""y"": 92.492}, {""x"": 358.272, ""y"": 112.425}, {""x"": 382.193, ""y"": 159.468}, {""x"": 379.003, ""y"": 187.375}, {""x"": 351.894, ""y"": 283.056}, {""x"": 326.379, ""y"": 295.814}, {""x"": 323.189, ""y"": 367.575}, {""x"": 309.635, ""y"": 387.508}, {""x"": 284.917, ""y"": 393.09}, {""x"": 231.495, ""y"": 375.548}, {""x"": 200.399, ""y"": 337.276}, {""x"": 199.601, ""y"": 303.787}, {""x"": 198.007, ""y"": 269.502}, {""x"": 209.967, ""y"": 218.472}]"
250,"[{""x"": 230.936, ""y"": 339.895}, {""x"": 224.936, ""y"": 281.228}, {""x"": 272.936, ""y"": 84.562}, {""x"": 300.269, ""y"": 73.228}, {""x"": 340.936, ""y"": 59.228}, {""x"": 391.603, ""y"": 99.228}, {""x"": 408.936, ""y"": 159.228}, {""x"": 424.936, ""y"": 197.895}, {""x"": 406.936, ""y"": 275.228}, {""x"": 384.269, ""y"": 321.895}, {""x"": 373.603, ""y"": 345.895}, {""x"": 343.603, ""y"": 388.562}, {""x"": 306.936, ""y"": 385.228}, {""x"": 245.603, ""y"": 355.895}, {""x"": 239.603, ""y"": 342.562}]"
251,"[{""x"": 223.554, ""y"": 302.629}, {""x"": 251.554, ""y"": 168.629}, {""x"": 278.22, ""y"": 79.296}, {""x"": 302.22, ""y"": 71.963}, {""x"": 324.887, ""y"": 62.629}, {""x"": 372.887, ""y"": 83.963}, {""x"": 401.554, ""y"": 115.963}, {""x"": 406.887, ""y"": 163.963}, {""x"": 420.22, ""y"": 189.963}, {""x"": 411.554, ""y"": 262.629}, {""x"": 404.22, ""y"": 292.629}, {""x"": 376.22, ""y"": 335.963}, {""x"": 356.22, ""y"": 385.296}, {""x"": 322.887, ""y"": 390.629}, {""x"": 253.554, ""y"": 359.963}, {""x"": 230.22, ""y"": 337.963}, {""x"": 224.887, ""y"": 309.296}]"
252,"[{""x"": 260.966, ""y"": 372.207}, {""x"": 223.633, ""y"": 331.541}, {""x"": 223.633, ""y"": 284.207}, {""x"": 250.299, ""y"": 166.874}, {""x"": 276.966, ""y"": 85.541}, {""x"": 295.633, ""y"": 76.874}, {""x"": 324.966, ""y"": 66.874}, {""x"": 360.299, ""y"": 75.541}, {""x"": 398.299, ""y"": 111.541}, {""x"": 408.299, ""y"": 166.207}, {""x"": 418.966, ""y"": 184.207}, {""x"": 402.299, ""y"": 292.207}, {""x"": 375.633, ""y"": 336.874}, {""x"": 348.966, ""y"": 389.541}, {""x"": 322.299, ""y"": 392.207}, {""x"": 269.633, ""y"": 370.874}]"
253,"[{""x"": 219.934, ""y"": 315.473}, {""x"": 271.267, ""y"": 94.14}, {""x"": 297.934, ""y"": 74.806}, {""x"": 331.267, ""y"": 67.473}, {""x"": 388.6, ""y"": 100.806}, {""x"": 410.6, ""y"": 162.806}, {""x"": 415.267, ""y"": 220.14}, {""x"": 397.934, ""y"": 305.473}, {""x"": 375.267, ""y"": 340.806}, {""x"": 344.6, ""y"": 390.806}, {""x"": 313.934, ""y"": 396.14}, {""x"": 263.267, ""y"": 374.14}, {""x"": 217.934, ""y"": 323.473}]"
254,"[{""x"": 219.418, ""y"": 310.012}, {""x"": 252.085, ""y"": 163.345}, {""x"": 280.085, ""y"": 81.345}, {""x"": 300.752, ""y"": 77.345}, {""x"": 324.752, ""y"": 66.012}, {""x"": 370.752, ""y"": 86.678}, {""x"": 402.085, ""y"": 124.012}, {""x"": 404.085, ""y"": 174.678}, {""x"": 415.418, ""y"": 196.678}, {""x"": 395.418, ""y"": 300.678}, {""x"": 370.752, ""y"": 346.678}, {""x"": 350.085, ""y"": 386.012}, {""x"": 326.752, ""y"": 398.012}, {""x"": 294.085, ""y"": 391.345}, {""x"": 236.752, ""y"": 359.345}, {""x"": 216.752, ""y"": 320.012}]"
255,"[{""x"": 244.043, ""y"": 370.335}, {""x"": 214.71, ""y"": 335.669}, {""x"": 271.377, ""y"": 92.335}, {""x"": 302.043, ""y"": 76.335}, {""x"": 326.043, ""y"": 64.335}, {""x"": 384.043, ""y"": 101.002}, {""x"": 408.71, ""y"": 146.335}, {""x"": 405.377, ""y"": 175.669}, {""x"": 411.377, ""y"": 211.669}, {""x"": 392.71, ""y"": 313.669}, {""x"": 363.377, ""y"": 359.669}, {""x"": 346.043, ""y"": 392.335}, {""x"": 310.71, ""y"": 399.002}, {""x"": 252.043, ""y"": 373.002}]"
256,"[{""x"": 213.498, ""y"": 310.063}, {""x"": 266.832, ""y"": 100.729}, {""x"": 296.165, ""y"": 76.729}, {""x"": 325.498, ""y"": 71.396}, {""x"": 376.165, ""y"": 96.729}, {""x"": 400.832, ""y"": 125.396}, {""x"": 402.832, ""y"": 176.729}, {""x"": 407.498, ""y"": 195.396}, {""x"": 389.498, ""y"": 315.396}, {""x"": 358.832, ""y"": 356.063}, {""x"": 346.165, ""y"": 396.063}, {""x"": 295.498, ""y"": 398.063}, {""x"": 255.498, ""y"": 379.396}, {""x"": 228.165, ""y"": 358.063}, {""x"": 213.498, ""y"": 323.396}]"
257,"[{""x"": 213.44, ""y"": 319.389}, {""x"": 216.106, ""y"": 292.722}, {""x"": 271.44, ""y"": 95.389}, {""x"": 295.44, ""y"": 82.722}, {""x"": 322.773, ""y"": 71.389}, {""x"": 366.106, ""y"": 91.389}, {""x"": 398.773, ""y"": 121.389}, {""x"": 401.44, ""y"": 178.055}, {""x"": 410.106, ""y"": 218.055}, {""x"": 383.44, ""y"": 312.722}, {""x"": 358.106, ""y"": 360.722}, {""x"": 335.44, ""y"": 399.389}, {""x"": 296.106, ""y"": 401.389}, {""x"": 250.773, ""y"": 381.389}, {""x"": 214.106, ""y"": 330.055}]"
258,"[{""x"": 215.558, ""y"": 345.725}, {""x"": 208.225, ""y"": 322.392}, {""x"": 264.225, ""y"": 101.058}, {""x"": 299.558, ""y"": 79.725}, {""x"": 366.891, ""y"": 83.058}, {""x"": 400.225, ""y"": 125.058}, {""x"": 405.558, ""y"": 191.725}, {""x"": 385.558, ""y"": 302.392}, {""x"": 365.558, ""y"": 353.058}, {""x"": 338.891, ""y"": 399.058}, {""x"": 309.558, ""y"": 405.058}, {""x"": 264.891, ""y"": 389.058}, {""x"": 224.891, ""y"": 354.392}]"
259,"[{""x"": 210.183, ""y"": 317.13}, {""x"": 246.85, ""y"": 168.464}, {""x"": 273.516, ""y"": 88.464}, {""x"": 304.85, ""y"": 74.464}, {""x"": 369.516, ""y"": 83.797}, {""x"": 408.183, ""y"": 140.464}, {""x"": 399.516, ""y"": 189.797}, {""x"": 386.85, ""y"": 288.464}, {""x"": 356.183, ""y"": 360.464}, {""x"": 333.516, ""y"": 407.13}, {""x"": 274.85, ""y"": 395.13}, {""x"": 242.183, ""y"": 379.13}, {""x"": 210.183, ""y"": 325.797}]"
26,"[{""x"": 209.967, ""y"": 213.688}, {""x"": 231.495, ""y"": 151.495}, {""x"": 246.645, ""y"": 136.346}, {""x"": 266.578, ""y"": 94.086}, {""x"": 284.917, ""y"": 85.316}, {""x"": 323.189, ""y"": 89.302}, {""x"": 358.272, ""y"": 118.007}, {""x"": 386.977, ""y"": 155.482}, {""x"": 382.193, ""y"": 193.754}, {""x"": 354.286, ""y"": 285.449}, {""x"": 323.987, ""y"": 291.827}, {""x"": 321.595, ""y"": 333.289}, {""x"": 324.784, ""y"": 365.183}, {""x"": 310.432, ""y"": 387.508}, {""x"": 282.525, ""y"": 391.495}, {""x"": 224.319, ""y"": 371.561}, {""x"": 198.804, ""y"": 338.073}, {""x"": 201.196, ""y"": 301.395}, {""x"": 198.007, ""y"": 266.312}, {""x"": 208.372, ""y"": 226.445}]"
260,"[{""x"": 212.359, ""y"": 308.571}, {""x"": 246.645, ""y"": 165.05}, {""x"": 270.565, ""y"": 94.086}, {""x"": 313.621, ""y"": 71.761}, {""x"": 363.056, ""y"": 88.505}, {""x"": 403.721, ""y"": 129.169}, {""x"": 402.924, ""y"": 180.199}, {""x"": 406.113, ""y"": 197.741}, {""x"": 398.14, ""y"": 205.714}, {""x"": 371.827, ""y"": 329.302}, {""x"": 351.894, ""y"": 365.98}, {""x"": 331.163, ""y"": 403.455}, {""x"": 294.485, ""y"": 403.455}, {""x"": 226.711, ""y"": 368.372}, {""x"": 210.764, ""y"": 346.844}, {""x"": 209.967, ""y"": 318.937}]"
261,"[{""x"": 209.516, ""y"": 307.497}, {""x"": 266.85, ""y"": 98.83}, {""x"": 310.183, ""y"": 73.497}, {""x"": 367.516, ""y"": 92.163}, {""x"": 402.183, ""y"": 132.163}, {""x"": 404.183, ""y"": 185.497}, {""x"": 390.183, ""y"": 269.497}, {""x"": 358.183, ""y"": 347.497}, {""x"": 332.85, ""y"": 404.83}, {""x"": 284.85, ""y"": 407.497}, {""x"": 240.183, ""y"": 380.83}, {""x"": 213.516, ""y"": 347.497}, {""x"": 208.183, ""y"": 318.83}]"
262,"[{""x"": 210.416, ""y"": 322.431}, {""x"": 213.749, ""y"": 275.098}, {""x"": 269.749, ""y"": 99.765}, {""x"": 312.416, ""y"": 72.431}, {""x"": 362.416, ""y"": 89.765}, {""x"": 399.083, ""y"": 135.098}, {""x"": 403.749, ""y"": 183.098}, {""x"": 365.083, ""y"": 337.098}, {""x"": 326.416, ""y"": 408.431}, {""x"": 268.416, ""y"": 398.431}, {""x"": 227.749, ""y"": 371.765}, {""x"": 210.416, ""y"": 332.431}]"
263,"[{""x"": 210.764, ""y"": 301.395}, {""x"": 247.442, ""y"": 170.631}, {""x"": 272.159, ""y"": 90.897}, {""x"": 305.648, ""y"": 71.761}, {""x"": 363.056, ""y"": 90.1}, {""x"": 404.518, ""y"": 130.764}, {""x"": 401.329, ""y"": 183.389}, {""x"": 327.973, ""y"": 406.645}, {""x"": 284.12, ""y"": 406.645}, {""x"": 244.252, ""y"": 387.508}, {""x"": 209.169, ""y"": 342.06}, {""x"": 206.777, ""y"": 314.153}]"
264,"[{""x"": 264.702, ""y"": 398.148}, {""x"": 224.035, ""y"": 367.481}, {""x"": 207.368, ""y"": 329.481}, {""x"": 232.035, ""y"": 214.148}, {""x"": 274.702, ""y"": 90.148}, {""x"": 308.035, ""y"": 69.481}, {""x"": 359.368, ""y"": 84.148}, {""x"": 404.702, ""y"": 128.148}, {""x"": 406.702, ""y"": 180.148}, {""x"": 400.702, ""y"": 220.148}, {""x"": 329.368, ""y"": 403.481}, {""x"": 276.702, ""y"": 401.481}]"
265,"[{""x"": 208.77, ""y"": 310.109}, {""x"": 274.104, ""y"": 94.109}, {""x"": 300.77, ""y"": 73.443}, {""x"": 361.437, ""y"": 83.443}, {""x"": 400.104, ""y"": 123.443}, {""x"": 410.77, ""y"": 179.443}, {""x"": 398.104, ""y"": 228.109}, {""x"": 346.77, ""y"": 352.776}, {""x"": 338.77, ""y"": 384.776}, {""x"": 319.437, ""y"": 408.776}, {""x"": 270.77, ""y"": 398.776}, {""x"": 230.77, ""y"": 373.443}, {""x"": 221.437, ""y"": 352.776}, {""x"": 210.77, ""y"": 326.109}]"
266,"[{""x"": 216.346, ""y"": 273.488}, {""x"": 256.213, ""y"": 139.535}, {""x"": 281.728, ""y"": 84.518}, {""x"": 316.013, ""y"": 66.179}, {""x"": 355.88, ""y"": 76.545}, {""x"": 405.316, ""y"": 119.601}, {""x"": 411.694, ""y"": 186.578}, {""x"": 353.488, ""y"": 326.91}, {""x"": 327.176, ""y"": 401.86}, {""x"": 301.661, ""y"": 407.442}, {""x"": 259.402, ""y"": 399.468}, {""x"": 217.94, ""y"": 358.804}, {""x"": 209.967, ""y"": 310.963}, {""x"": 213.953, ""y"": 282.259}]"
267,"[{""x"": 218.153, ""y"": 260.219}, {""x"": 265.486, ""y"": 117.552}, {""x"": 304.153, ""y"": 70.219}, {""x"": 362.153, ""y"": 78.886}, {""x"": 406.153, ""y"": 122.219}, {""x"": 411.486, ""y"": 188.219}, {""x"": 363.486, ""y"": 314.886}, {""x"": 342.819, ""y"": 348.886}, {""x"": 340.153, ""y"": 385.552}, {""x"": 323.486, ""y"": 404.219}, {""x"": 257.486, ""y"": 391.552}, {""x"": 223.486, ""y"": 364.886}, {""x"": 212.819, ""y"": 316.219}, {""x"": 216.819, ""y"": 274.219}]"
268,"[{""x"": 213.726, ""y"": 310.324}, {""x"": 224.726, ""y"": 241.324}, {""x"": 284.726, ""y"": 77.324}, {""x"": 323.726, ""y"": 65.324}, {""x"": 370.726, ""y"": 80.324}, {""x"": 410.726, ""y"": 131.324}, {""x"": 410.726, ""y"": 188.324}, {""x"": 350.726, ""y"": 338.324}, {""x"": 334.726, ""y"": 392.324}, {""x"": 321.726, ""y"": 409.324}, {""x"": 265.726, ""y"": 397.324}, {""x"": 229.726, ""y"": 372.324}, {""x"": 214.726, ""y"": 320.324}]"
269,"[{""x"": 225.116, ""y"": 242.392}, {""x"": 287.309, ""y"": 86.113}, {""x"": 320.797, ""y"": 62.193}, {""x"": 367.841, ""y"": 82.924}, {""x"": 405.316, ""y"": 119.601}, {""x"": 415.681, ""y"": 167.442}, {""x"": 365.449, ""y"": 316.545}, {""x"": 347.907, ""y"": 326.91}, {""x"": 336.744, ""y"": 380.332}, {""x"": 327.973, ""y"": 404.252}, {""x"": 305.648, ""y"": 409.834}, {""x"": 255.415, ""y"": 389.9}, {""x"": 223.522, ""y"": 369.169}, {""x"": 213.156, ""y"": 325.316}, {""x"": 223.522, ""y"": 252.757}]"
27,"[{""x"": 211.561, ""y"": 211.296}, {""x"": 230.698, ""y"": 149.103}, {""x"": 248.239, ""y"": 137.94}, {""x"": 271.362, ""y"": 92.492}, {""x"": 296.08, ""y"": 81.329}, {""x"": 332.757, ""y"": 91.694}, {""x"": 376.611, ""y"": 135.548}, {""x"": 390.166, ""y"": 169.834}, {""x"": 355.083, ""y"": 283.854}, {""x"": 324.784, ""y"": 289.435}, {""x"": 319.203, ""y"": 319.734}, {""x"": 324.784, ""y"": 365.183}, {""x"": 311.229, ""y"": 388.306}, {""x"": 284.917, ""y"": 390.698}, {""x"": 230.698, ""y"": 374.751}, {""x"": 201.196, ""y"": 346.047}, {""x"": 198.804, ""y"": 302.193}, {""x"": 198.007, ""y"": 270.299}, {""x"": 205.98, ""y"": 222.458}]"
