count,faces,points,x-range,y-range
1348,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[167, 429], [167, 240], [319, 514], [319, 323], [236, 499], [236, 308], [84, 414], [84, 225]]",235,289
1349,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 413], [194, 245], [322, 498], [322, 327], [210, 490], [210, 318], [84, 405], [84, 236]]",238,262
1350,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 404], [194, 241], [322, 489], [322, 322], [210, 485], [210, 318], [84, 400], [84, 236]]",238,253
1351,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[189, 401], [189, 233], [316, 485], [316, 314], [210, 490], [210, 318], [84, 405], [84, 236]]",232,257
1352,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[55, 375], [55, 264], [275, 526], [275, 412], [311, 426], [311, 312], [89, 278], [89, 167]]",256,359
1353,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[55, 375], [55, 259], [274, 525], [274, 406], [309, 425], [309, 307], [89, 278], [89, 163]]",254,362
1354,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[56, 376], [56, 266], [276, 528], [276, 414], [315, 421], [315, 307], [94, 273], [94, 162]]",259,366
1355,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[65, 366], [65, 246], [278, 512], [278, 388], [314, 418], [314, 294], [100, 275], [100, 154]]",249,358
1356,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[54, 352], [54, 242], [278, 507], [278, 393], [317, 404], [317, 290], [91, 253], [91, 142]]",263,365
1357,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[60, 347], [60, 236], [281, 498], [281, 384], [316, 397], [316, 282], [94, 248], [94, 137]]",256,361
1358,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[61, 345], [61, 237], [263, 482], [263, 373], [316, 397], [316, 277], [94, 248], [94, 130]]",255,352
1359,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[65, 334], [65, 221], [285, 486], [285, 369], [320, 388], [320, 270], [99, 239], [99, 125]]",255,361
1360,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[68, 330], [68, 213], [289, 482], [289, 361], [320, 383], [320, 262], [98, 234], [98, 117]]",252,365
1361,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[68, 319], [68, 208], [288, 470], [288, 355], [323, 372], [323, 257], [101, 223], [101, 112]]",255,358
1362,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[73, 316], [73, 205], [294, 468], [294, 353], [329, 366], [329, 252], [107, 217], [107, 106]]",256,362
1363,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[74, 312], [74, 201], [295, 464], [295, 350], [329, 366], [329, 252], [107, 217], [107, 106]]",255,358
1364,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[80, 306], [80, 196], [301, 458], [301, 344], [333, 362], [333, 248], [110, 213], [110, 103]]",253,355
1365,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[73, 296], [73, 179], [312, 464], [312, 340], [341, 359], [341, 246], [119, 211], [119, 103]]",268,361
1366,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[91, 303], [91, 197], [311, 454], [311, 345], [347, 352], [347, 243], [125, 204], [125, 98]]",256,356
1367,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[92, 297], [92, 187], [316, 451], [316, 337], [349, 351], [349, 237], [124, 200], [124, 90]]",257,361
1368,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[100, 297], [100, 190], [314, 444], [314, 333], [349, 342], [349, 232], [134, 198], [134, 91]]",249,353
1369,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[101, 292], [101, 181], [322, 443], [322, 329], [357, 346], [357, 232], [135, 197], [135, 87]]",256,356
1370,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 283], [99, 183], [320, 435], [320, 332], [354, 331], [354, 228], [131, 182], [131, 82]]",255,353
1371,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[102, 279], [102, 181], [324, 431], [324, 330], [359, 326], [359, 225], [136, 177], [136, 79]]",257,352
1372,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[106, 276], [106, 174], [327, 428], [327, 322], [363, 323], [363, 218], [140, 174], [140, 72]]",257,356
1373,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[108, 271], [108, 161], [329, 422], [329, 309], [363, 323], [363, 210], [140, 174], [140, 64]]",255,358
1374,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[81, 253], [81, 152], [327, 412], [327, 304], [367, 301], [367, 205], [144, 165], [144, 75]]",286,337
1375,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[96, 268], [96, 175], [329, 404], [329, 306], [361, 286], [361, 197], [147, 168], [147, 83]]",265,321
1376,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[116, 271], [116, 181], [327, 392], [327, 300], [362, 284], [362, 192], [150, 166], [150, 76]]",246,316
1377,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[103, 275], [103, 198], [350, 402], [350, 320], [365, 256], [365, 185], [148, 152], [148, 84]]",262,318
1378,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[108, 267], [108, 191], [325, 386], [325, 307], [365, 267], [365, 188], [147, 151], [147, 75]]",257,311
1379,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[107, 265], [107, 186], [330, 382], [330, 301], [368, 264], [368, 182], [144, 150], [144, 70]]",261,312
1380,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[106, 256], [106, 170], [328, 388], [328, 299], [367, 276], [367, 187], [144, 148], [144, 61]]",261,327
1381,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[113, 259], [113, 177], [335, 382], [335, 297], [370, 265], [370, 180], [146, 145], [146, 63]]",257,319
1382,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[87, 249], [87, 171], [324, 375], [324, 294], [366, 253], [366, 180], [150, 144], [150, 74]]",279,301
1383,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[87, 249], [87, 171], [324, 375], [324, 294], [366, 253], [366, 180], [150, 144], [150, 74]]",279,301
1384,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[87, 249], [87, 171], [324, 375], [324, 294], [366, 253], [366, 180], [150, 144], [150, 74]]",279,301
1385,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[87, 247], [87, 169], [324, 373], [324, 292], [366, 253], [366, 180], [150, 144], [150, 74]]",279,299
1386,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[81, 245], [81, 166], [324, 375], [324, 292], [366, 253], [366, 178], [144, 141], [144, 69]]",285,306
1387,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[87, 245], [87, 159], [324, 372], [324, 281], [366, 253], [366, 172], [150, 144], [150, 66]]",279,306
1388,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[72, 241], [72, 154], [324, 375], [324, 285], [366, 253], [366, 172], [136, 137], [136, 59]]",294,316
1389,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[75, 236], [75, 150], [323, 368], [323, 278], [363, 252], [363, 171], [137, 137], [137, 60]]",288,308
1390,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[79, 237], [79, 151], [327, 369], [327, 279], [365, 253], [365, 172], [139, 138], [139, 61]]",286,308
1391,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[72, 236], [72, 152], [323, 369], [323, 281], [364, 250], [364, 171], [136, 134], [136, 59]]",292,310
1392,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[81, 234], [81, 146], [322, 373], [322, 281], [360, 250], [360, 167], [141, 130], [141, 50]]",279,323
1393,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[81, 234], [81, 151], [322, 373], [322, 286], [360, 250], [360, 172], [141, 130], [141, 55]]",279,318
1394,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[81, 234], [81, 151], [322, 373], [322, 286], [360, 250], [360, 172], [141, 130], [141, 55]]",279,318
1395,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[72, 233], [72, 152], [322, 378], [322, 292], [360, 254], [360, 177], [132, 129], [132, 55]]",288,323
1396,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[72, 237], [72, 150], [328, 386], [328, 295], [360, 262], [360, 180], [128, 132], [128, 54]]",288,332
1397,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[82, 244], [82, 157], [329, 387], [329, 295], [365, 266], [365, 184], [140, 143], [140, 64]]",283,323
1398,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[78, 243], [78, 155], [332, 389], [332, 297], [367, 266], [367, 183], [137, 139], [137, 60]]",289,329
1399,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[87, 244], [87, 150], [330, 392], [330, 294], [368, 273], [368, 184], [147, 143], [147, 58]]",281,334
1400,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 236], [94, 139], [339, 402], [339, 300], [371, 285], [371, 193], [149, 140], [149, 52]]",277,350
1401,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[93, 247], [93, 160], [337, 388], [337, 296], [374, 268], [374, 185], [152, 146], [152, 66]]",281,322
1402,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[89, 243], [89, 156], [339, 387], [339, 295], [376, 267], [376, 184], [149, 142], [149, 63]]",287,324
1403,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[88, 245], [88, 158], [339, 390], [339, 298], [376, 267], [376, 184], [149, 142], [149, 63]]",288,327
1404,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[91, 244], [91, 156], [339, 387], [339, 295], [376, 267], [376, 184], [150, 143], [150, 64]]",285,323
1405,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[97, 247], [97, 160], [339, 387], [339, 295], [376, 267], [376, 184], [156, 146], [156, 67]]",279,320
1406,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[89, 243], [89, 156], [343, 390], [343, 298], [380, 269], [380, 186], [149, 142], [149, 63]]",291,327
1407,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 253], [94, 166], [346, 399], [346, 306], [381, 274], [381, 192], [152, 149], [152, 69]]",287,330
1408,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[97, 255], [97, 168], [345, 398], [345, 306], [382, 278], [382, 195], [157, 154], [157, 75]]",285,323
1409,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[92, 259], [92, 172], [342, 403], [342, 311], [379, 283], [379, 200], [151, 158], [151, 79]]",287,324
1410,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[99, 262], [99, 171], [342, 403], [342, 307], [379, 285], [379, 199], [157, 163], [157, 81]]",280,322
1411,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[101, 270], [101, 165], [350, 408], [350, 298], [376, 295], [376, 196], [150, 175], [150, 81]]",275,327
1412,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[92, 263], [92, 166], [342, 409], [342, 306], [376, 292], [376, 200], [149, 166], [149, 78]]",284,331
1413,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 264], [94, 166], [342, 409], [342, 306], [376, 292], [376, 200], [150, 167], [150, 78]]",282,331
1414,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[97, 265], [97, 167], [343, 408], [343, 305], [376, 292], [376, 200], [152, 168], [152, 80]]",279,328
1415,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[94, 260], [94, 163], [345, 406], [345, 303], [376, 292], [376, 200], [149, 166], [149, 78]]",282,328
1416,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[96, 265], [96, 168], [342, 409], [342, 306], [376, 292], [376, 200], [152, 168], [152, 80]]",280,329
1000,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[242, 69], [242, 22], [387, 76], [387, 29], [354, 344], [354, 296], [209, 336], [209, 289]]",178,322
1001,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[240, 70], [240, 23], [387, 76], [387, 29], [354, 344], [354, 296], [207, 337], [207, 290]]",180,321
1002,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[239, 66], [239, 19], [385, 79], [385, 32], [352, 343], [352, 296], [205, 330], [205, 282]]",180,324
1003,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[231, 69], [231, 22], [380, 75], [380, 28], [358, 338], [358, 290], [209, 332], [209, 285]]",171,316
1004,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[231, 69], [231, 22], [379, 76], [379, 29], [356, 340], [356, 293], [208, 333], [208, 286]]",171,318
1005,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[225, 66], [225, 19], [369, 73], [369, 26], [355, 341], [355, 293], [210, 333], [210, 286]]",159,322
1006,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[226, 66], [226, 19], [370, 73], [370, 26], [355, 337], [355, 290], [210, 330], [210, 282]]",160,318
1007,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[228, 65], [228, 11], [372, 68], [372, 14], [353, 326], [353, 272], [209, 323], [209, 269]]",163,315
1008,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[222, 63], [222, 16], [366, 70], [366, 23], [356, 328], [356, 281], [211, 321], [211, 274]]",155,312
1009,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[224, 58], [224, 11], [369, 65], [369, 18], [352, 328], [352, 280], [208, 320], [208, 273]]",161,317
1010,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[222, 53], [222, 6], [366, 60], [366, 13], [348, 322], [348, 274], [203, 314], [203, 267]]",163,316
1011,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[223, 55], [223, -17], [365, 55], [365, -17], [352, 315], [352, 242], [209, 315], [209, 242]]",156,332
1012,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[220, 53], [220, -19], [366, 54], [366, -19], [353, 313], [353, 239], [206, 312], [206, 239]]",160,332
1013,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[223, 52], [223, -20], [365, 51], [365, -21], [352, 312], [352, 238], [209, 312], [209, 238]]",156,333
1014,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[222, 50], [222, -22], [364, 50], [364, -22], [351, 306], [351, 233], [208, 306], [208, 233]]",156,328
1015,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[223, 46], [223, -26], [366, 46], [366, -27], [352, 306], [352, 232], [210, 306], [210, 232]]",156,333
1016,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[220, 47], [220, -25], [363, 46], [363, -26], [354, 304], [354, 231], [211, 304], [211, 231]]",152,330
1017,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[223, 44], [223, -28], [365, 44], [365, -28], [352, 301], [352, 227], [209, 301], [209, 227]]",156,329
1018,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[224, 44], [224, -28], [366, 44], [366, -28], [352, 299], [352, 226], [210, 299], [210, 226]]",156,327
1019,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[224, 44], [224, -28], [366, 43], [366, -29], [354, 296], [354, 222], [212, 296], [212, 222]]",154,325
1020,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[226, 42], [226, -13], [361, 44], [361, -11], [351, 296], [351, 240], [216, 293], [216, 237]]",145,309
1021,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[224, 42], [224, -13], [361, 44], [361, -11], [351, 296], [351, 240], [214, 293], [214, 237]]",147,309
1022,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[226, 42], [226, -13], [361, 44], [361, -11], [351, 296], [351, 240], [216, 293], [216, 237]]",145,309
1023,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[226, 44], [226, -11], [361, 46], [361, -8], [351, 293], [351, 237], [216, 290], [216, 234]]",145,304
1024,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[223, 45], [223, -10], [358, 47], [358, -8], [351, 296], [351, 240], [216, 293], [216, 237]]",142,306
1025,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[226, 49], [226, -6], [361, 52], [361, -3], [351, 296], [351, 240], [216, 293], [216, 237]]",145,302
1026,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[228, 52], [228, -3], [363, 54], [363, 0], [351, 296], [351, 240], [216, 293], [216, 237]]",147,299
1027,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[221, 55], [221, 0], [356, 58], [356, 2], [351, 296], [351, 240], [216, 293], [216, 237]]",140,296
1028,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[222, 68], [222, 12], [358, 51], [358, -4], [351, 295], [351, 239], [216, 312], [216, 256]]",142,316
1029,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[216, 72], [216, 17], [348, 56], [348, 0], [351, 295], [351, 239], [219, 311], [219, 255]]",135,311
1030,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[214, 77], [214, 21], [345, 60], [345, 4], [351, 295], [351, 239], [220, 311], [220, 255]]",137,307
1031,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[211, 76], [211, 20], [345, 59], [345, 3], [351, 295], [351, 239], [218, 311], [218, 255]]",140,308
1032,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[205, 77], [205, 22], [340, 60], [340, 4], [351, 295], [351, 239], [216, 312], [216, 256]]",146,308
1033,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[204, 75], [204, 19], [340, 58], [340, 2], [351, 295], [351, 239], [216, 312], [216, 256]]",147,310
1034,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 77], [200, 21], [335, 60], [335, 4], [351, 295], [351, 239], [216, 312], [216, 256]]",151,308
1035,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 73], [197, 18], [329, 57], [329, 1], [351, 295], [351, 239], [218, 311], [218, 255]]",154,310
1036,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[193, 78], [193, 22], [326, 59], [326, 3], [349, 293], [349, 237], [216, 312], [216, 256]]",156,309
1037,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 77], [197, 22], [329, 57], [329, 1], [349, 291], [349, 235], [216, 311], [216, 255]]",152,310
1038,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 70], [200, 14], [332, 59], [332, 3], [338, 299], [338, 243], [207, 309], [207, 253]]",138,306
1039,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[201, 63], [201, 0], [334, 63], [334, 0], [337, 302], [337, 239], [203, 302], [203, 239]]",136,302
1040,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[203, 63], [203, 4], [334, 61], [334, 3], [334, 301], [334, 242], [202, 302], [202, 243]]",132,299
1041,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 60], [200, -6], [329, 63], [329, -3], [335, 299], [335, 232], [205, 296], [205, 228]]",135,305
1042,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 60], [197, -6], [327, 63], [327, -3], [335, 299], [335, 232], [205, 296], [205, 228]]",138,305
1043,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 58], [200, -8], [329, 61], [329, -5], [335, 299], [335, 232], [205, 296], [205, 228]]",135,307
1044,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[198, 56], [198, -10], [328, 59], [328, -8], [335, 299], [335, 232], [205, 296], [205, 228]]",137,309
1045,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 57], [200, -9], [330, 60], [330, -6], [335, 299], [335, 232], [205, 296], [205, 228]]",135,308
1046,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 56], [200, -10], [329, 59], [329, -8], [335, 299], [335, 232], [205, 296], [205, 228]]",135,309
1047,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 60], [197, -7], [328, 55], [328, -11], [337, 296], [337, 228], [205, 300], [205, 232]]",140,311
1048,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 59], [197, -7], [329, 56], [329, -11], [335, 299], [335, 232], [202, 302], [202, 234]]",138,313
1049,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 57], [197, -10], [328, 54], [328, -12], [336, 295], [336, 227], [205, 297], [205, 229]]",139,309
1050,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 51], [200, -15], [332, 54], [332, -13], [336, 299], [336, 232], [205, 296], [205, 228]]",136,314
1051,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 51], [197, -15], [333, 47], [333, -20], [342, 292], [342, 224], [205, 296], [205, 228]]",145,316
1052,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[199, 57], [199, -13], [331, 45], [331, -25], [353, 285], [353, 213], [221, 297], [221, 226]]",154,322
1053,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[199, 57], [199, -13], [331, 45], [331, -25], [353, 285], [353, 213], [221, 297], [221, 226]]",154,322
1054,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[201, 54], [201, -16], [337, 42], [337, -28], [358, 286], [358, 215], [222, 298], [222, 227]]",157,326
1055,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[208, 54], [208, -16], [343, 41], [343, -29], [356, 284], [356, 213], [221, 297], [221, 226]]",148,326
1056,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[212, 44], [212, -26], [347, 42], [347, -28], [357, 294], [357, 223], [221, 296], [221, 224]]",145,324
1057,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[214, 47], [214, -23], [350, 37], [350, -33], [367, 290], [367, 218], [230, 299], [230, 228]]",153,332
